plot_id,date,season,district,crop_id,variety,soil_texture,lab_ph,nitrogen,phosphorus,potassium,ec_us_cm,moisture_vwc,yield_t_ha,fertilizer_applied
PLT-0202,2025-02-24,A,Ngororero,tea,Local,loamy,6.06,73.9,46.3,75.6,465.2,58.1,1.51,DAP+Urea
PLT-0203,2024-12-14,C,Gicumbi,irish_potatoes,Kirundo,sandy,5.45,72.0,60.1,72.8,398.8,62.0,5.25,DAP+Urea
PLT-0204,2026-08-17,B,Rulindo,tomatoes,Improved,sandy,6.14,78.7,68.8,89.6,522.7,52.5,15.24,DAP+Urea
PLT-0205,2025-06-24,B,Karongi,tea,Local,loamy,4.76,79.9,47.6,84.0,265.3,31.1,1.38,DAP+Urea
PLT-0206,2026-05-27,B,Rwamagana,sunflower,Local,loamy,5.56,45.1,44.3,30.2,437.6,56.9,0.95,Urea
PLT-0207,2025-06-07,A,Nyarugenge,sweet_potato,Local,loamy,5.88,32.7,34.1,54.2,306.2,46.8,5.0,Urea
PLT-0208,2024-06-12,A,Huye,tomatoes,Improved,clayey,6.66,30.2,33.9,37.1,170.7,63.9,6.7,None
PLT-0209,2026-10-20,B,Nyamasheke,banana,Improved,loamy,5.54,84.5,38.5,141.1,477.2,54.6,10.09,NPK+Manure
PLT-0210,2026-12-18,B,Ngoma,rice,Kigori,clayey,5.62,50.1,16.4,16.6,492.5,68.9,1.18,None
PLT-0211,2025-08-11,B,Musanze,wheat,Local,loamy,6.87,81.9,54.9,40.5,516.7,37.7,1.39,NPK 17-17-17
PLT-0212,2026-11-06,B,Rulindo,wheat,Improved,clayey,6.56,53.5,45.5,25.2,392.8,41.0,0.95,Manure
PLT-0213,2026-11-05,B,Gicumbi,irish_potatoes,Kinigi,sandy,6.07,55.7,48.3,103.5,436.5,53.7,5.73,Manure
PLT-0214,2026-11-07,B,Nyaruguru,coffee,Local,loamy,5.23,25.6,23.8,38.2,200.1,34.5,0.45,None
PLT-0215,2025-01-02,B,Rutsiro,tea,Improved,loamy,5.6,68.2,37.5,58.4,256.5,33.4,1.21,DAP+Urea
PLT-0216,2026-01-20,B,Huye,tomatoes,Local,clayey,5.97,63.3,54.2,69.2,283.5,50.9,9.86,Urea
PLT-0217,2025-07-13,B,Ruhango,rice,Intsindagirabigega,loamy,6.02,97.6,38.1,36.1,185.8,64.4,3.96,NPK+Manure
PLT-0218,2025-03-11,A,Nyaruguru,beans,Bush,clayey,6.48,16.8,13.0,20.4,121.8,66.7,0.37,None
PLT-0219,2026-03-07,B,Kayonza,sunflower,Improved,sandy,5.53,34.1,41.5,46.2,243.0,60.7,0.93,DAP+Urea
PLT-0220,2024-02-27,B,Nyagatare,cotton,Local,loamy,6.91,36.0,23.7,19.7,552.7,46.4,0.71,None
PLT-0221,2025-04-20,B,Gatsibo,sunflower,Improved,loamy,6.94,31.1,44.8,31.5,144.4,65.9,1.19,Urea
PLT-0222,2024-01-19,A,Nyamagabe,coffee,Local,loamy,5.47,67.7,41.4,91.2,432.3,50.3,0.93,NPK+Manure
PLT-0223,2025-11-14,A,Musanze,tomatoes,Local,loamy,6.43,50.7,42.1,73.5,327.9,63.8,8.08,Urea
PLT-0224,2025-10-10,B,Gakenke,corn,Kigega,alluvial,4.73,67.6,46.4,39.8,126.9,66.7,1.45,Urea
PLT-0225,2026-10-01,A,Gatsibo,sugarcane,Improved,alluvial,7.13,52.9,16.0,47.7,175.9,53.0,15.49,None
PLT-0226,2025-04-22,A,Nyamagabe,coffee,Local,clayey,5.96,26.0,18.1,42.3,430.9,35.8,0.3,None
PLT-0227,2024-11-08,A,Kirehe,sorghum,Local,loamy,6.47,41.4,30.2,27.0,480.1,64.6,0.89,Urea
PLT-0228,2025-05-27,B,Ngoma,groundnut,Local,loamy,6.62,28.5,31.4,29.1,168.9,33.6,0.7,Manure
PLT-0229,2024-07-23,B,Musanze,tomatoes,Improved,loamy,7.28,51.7,37.3,54.5,539.3,35.8,6.36,DAP+Urea
PLT-0230,2026-04-09,B,Rwamagana,sorghum,Local,loamy,5.61,15.9,16.6,18.4,273.0,51.7,0.52,None
PLT-0231,2026-07-13,B,Nyagatare,groundnut,Improved,loamy,6.22,28.5,36.2,24.6,285.9,53.8,0.62,Urea
PLT-0232,2026-08-10,A,Kayonza,sweet_potato,Local,loamy,5.88,37.8,42.3,78.7,354.0,48.4,6.86,DAP+Urea
PLT-0233,2025-03-25,B,Gakenke,tea,Improved,loamy,4.67,86.7,36.2,87.5,564.3,37.7,1.43,NPK 17-17-17
PLT-0234,2026-09-15,B,Nyagatare,cassava,Gisari,sandy,7.26,44.3,22.0,50.3,105.7,58.5,6.78,Urea
PLT-0235,2024-03-11,A,Burera,wheat,Improved,sandy,6.68,50.3,31.4,36.4,490.3,58.3,1.35,Manure
PLT-0236,2025-09-26,A,Ngoma,sunflower,Local,loamy,7.99,20.2,21.1,18.4,357.6,55.2,0.42,None
PLT-0237,2026-02-10,C,Rulindo,pea,Improved,clayey,5.15,18.0,23.6,18.8,342.2,60.4,0.51,None
PLT-0238,2024-04-08,C,Nyarugenge,sweet_potato,Local,sandy,4.84,29.8,32.6,67.0,501.0,56.1,4.29,Manure
PLT-0239,2024-12-06,C,Nyamasheke,beans,Climbing,clayey,6.04,30.0,28.4,37.7,359.8,66.1,0.45,DAP+Urea
PLT-0240,2025-01-04,A,Nyarugenge,tomatoes,Local,sandy,7.09,72.1,43.4,52.6,289.6,65.9,6.45,Manure
PLT-0241,2025-12-11,A,Gicumbi,irish_potatoes,Kinigi,clayey,4.97,66.7,73.1,87.3,471.3,56.9,5.9,DAP+Urea
PLT-0242,2025-06-12,C,Musanze,pea,Local,clayey,6.25,38.4,43.2,47.2,536.2,31.7,1.32,DAP+Urea
PLT-0243,2025-09-06,A,Kayonza,cassava,Gahene,sandy,6.02,35.1,26.9,55.4,215.1,44.9,11.54,DAP+Urea
PLT-0244,2026-01-16,A,Musanze,barley,Local,clayey,7.66,55.8,31.9,32.5,558.5,55.1,1.01,Urea
PLT-0245,2025-08-22,B,Bugesera,cotton,Improved,loamy,7.19,28.1,18.2,24.9,590.4,46.9,0.64,None
PLT-0246,2026-06-20,B,Gasabo,soybean,Local,clayey,7.3,22.6,18.8,19.1,506.8,69.5,0.29,None
PLT-0247,2026-03-16,A,Gisagara,coffee,Local,clayey,4.99,67.6,39.7,72.0,456.4,43.8,0.59,DAP+Urea
PLT-0248,2026-07-17,A,Kirehe,groundnut,Local,sandy,6.49,12.5,18.3,18.2,225.6,44.2,0.36,None
PLT-0249,2024-09-06,A,Gicumbi,barley,Local,loamy,6.01,40.8,28.9,29.8,326.3,55.5,1.01,DAP+Urea
PLT-0250,2025-02-08,B,Bugesera,sorghum,Local,loamy,6.73,43.2,26.1,27.1,501.6,50.2,0.94,DAP+Urea
PLT-0251,2024-12-23,A,Burera,irish_potatoes,Cruza,clayey,5.3,76.8,66.1,82.5,219.4,33.0,6.14,Urea
PLT-0252,2026-06-03,A,Nyarugenge,sweet_potato,Improved,loamy,5.05,37.5,24.5,53.8,567.6,42.3,4.2,Manure
PLT-0253,2026-04-12,B,Kicukiro,soybean,Local,clayey,5.16,27.9,39.7,34.2,157.9,39.8,0.64,DAP+Urea
PLT-0254,2024-09-10,A,Gicumbi,corn,Hybrid WH,sandy,5.5,92.0,49.8,47.5,585.7,58.9,2.07,NPK 17-17-17
PLT-0255,2025-12-22,B,Rubavu,banana,Local,loamy,7.39,48.4,26.1,94.7,299.0,58.5,6.36,Manure
PLT-0256,2026-02-22,B,Burera,barley,Local,sandy,6.37,49.4,33.7,31.1,379.3,37.5,0.88,Urea
PLT-0257,2026-01-24,B,Nyagatare,sorghum,Local,sandy,5.06,31.1,25.3,35.7,149.8,69.5,0.83,Urea
PLT-0258,2024-07-11,A,Rwamagana,sorghum,Improved,sandy,6.03,19.8,14.6,23.9,226.4,42.5,0.55,None
PLT-0259,2025-10-23,A,Gicumbi,tea,Improved,loamy,5.12,37.8,20.4,46.1,204.5,41.5,0.84,None
PLT-0260,2024-11-08,B,Nyaruguru,tomatoes,Local,clayey,6.16,32.0,34.4,28.0,490.3,47.6,7.03,None
PLT-0261,2026-04-26,B,Nyabihu,coffee,Improved,clayey,4.83,70.2,44.4,88.0,153.0,49.4,0.63,NPK+Manure
PLT-0262,2024-01-15,A,Burera,corn,Local,clayey,6.69,75.5,33.0,37.9,518.0,39.1,1.89,Urea
PLT-0263,2026-05-26,A,Kicukiro,beans,Climbing,clayey,7.13,15.5,20.5,23.5,571.6,38.1,0.17,None
PLT-0264,2024-09-13,A,Gisagara,cassava,Gahene,loamy,5.54,17.5,13.0,46.4,452.5,66.2,7.38,None
PLT-0265,2024-09-16,A,Kayonza,sunflower,Local,loamy,6.85,46.7,47.2,42.2,204.7,47.4,0.83,DAP+Urea
PLT-0266,2024-10-07,A,Kirehe,sorghum,Improved,clayey,5.01,30.5,29.3,31.7,288.3,61.9,0.62,Urea
PLT-0267,2025-09-05,A,Kamonyi,beans,Mutiki,sandy,6.87,14.3,17.2,15.7,134.6,65.6,0.31,None
PLT-0268,2026-05-11,B,Kirehe,soybean,Local,clayey,5.39,45.0,52.0,54.0,567.6,60.1,0.9,DAP+Urea
PLT-0269,2024-12-09,C,Kirehe,rice,Intsindagirabigega,loamy,7.28,81.5,37.9,30.6,574.5,53.7,2.19,Urea
PLT-0270,2026-03-17,B,Ngoma,sorghum,Improved,clayey,5.37,46.0,24.7,37.3,442.9,35.2,0.71,Urea
PLT-0271,2026-06-24,B,Nyamasheke,banana,Improved,alluvial,5.39,49.6,29.6,141.6,307.6,54.9,5.65,DAP+Urea
PLT-0272,2026-02-03,B,Rusizi,irish_potatoes,Cruza,loamy,5.58,99.1,95.5,132.6,431.8,64.8,8.13,NPK 17-17-17
PLT-0273,2025-10-19,A,Gasabo,tomatoes,Improved,clayey,7.18,92.3,67.7,80.3,392.4,31.0,8.97,NPK+Manure
PLT-0274,2025-07-04,B,Bugesera,banana,Local,clayey,7.19,28.7,22.0,52.1,590.8,49.3,2.5,None
PLT-0275,2025-02-03,A,Kirehe,beans,Mutiki,loamy,6.02,12.5,23.5,15.3,233.0,38.1,0.33,None
PLT-0276,2026-11-21,A,Karongi,cassava,Gisari,clayey,5.06,41.3,20.3,60.3,195.4,66.4,8.37,DAP+Urea
PLT-0277,2025-05-23,B,Rwamagana,cotton,Improved,alluvial,6.06,66.3,31.2,41.9,284.0,55.7,0.87,Manure
PLT-0278,2024-09-01,B,Nyamagabe,sugarcane,Local,clayey,6.2,55.8,33.3,66.8,326.6,52.0,27.68,Urea
PLT-0279,2026-08-28,C,Gasabo,beans,Climbing,clayey,5.57,25.2,37.5,30.2,271.6,48.1,0.56,Manure
PLT-0280,2026-07-01,A,Bugesera,cotton,Local,clayey,6.4,79.8,45.7,49.3,557.6,42.9,1.41,NPK+Manure
PLT-0281,2025-02-14,C,Musanze,tea,Improved,loamy,5.54,59.6,36.5,74.7,534.2,38.1,1.08,DAP+Urea
PLT-0282,2025-03-22,A,Rubavu,coffee,Improved,loamy,6.69,67.3,47.3,84.9,162.4,43.3,0.67,NPK+Manure
PLT-0283,2026-12-02,A,Rwamagana,sorghum,Local,clayey,7.5,45.4,39.0,47.3,334.4,62.4,1.2,DAP+Urea
PLT-0284,2026-11-02,C,Kicukiro,tomatoes,Improved,clayey,6.08,74.1,53.8,59.4,261.1,60.6,11.12,Urea
PLT-0285,2026-12-01,A,Musanze,barley,Improved,loamy,7.64,44.8,36.8,30.3,368.3,40.5,0.93,Urea
PLT-0286,2024-02-19,A,Gakenke,sweet_potato,Improved,loamy,6.16,13.6,16.0,28.4,262.2,66.0,3.42,None
PLT-0287,2026-03-15,B,Nyaruguru,corn,Kigega,loamy,6.14,54.0,35.7,32.6,442.8,45.7,1.99,Urea
PLT-0288,2025-12-25,C,Musanze,tea,Improved,loamy,5.1,88.1,46.8,80.0,191.1,37.5,1.54,NPK 17-17-17
PLT-0289,2024-07-26,B,Gicumbi,barley,Improved,loamy,6.17,41.7,24.2,26.3,395.6,62.9,1.02,Manure
PLT-0290,2024-06-18,C,Nyarugenge,tomatoes,Improved,loamy,6.78,72.3,64.8,93.5,217.6,49.5,14.26,NPK+Manure
PLT-0291,2026-09-12,B,Nyabihu,beans,Climbing,loamy,5.09,40.2,45.5,47.4,542.1,39.7,0.62,NPK 17-17-17
PLT-0292,2024-04-28,B,Nyamagabe,soybean,Improved,clayey,6.82,35.3,33.3,39.5,426.1,57.2,0.79,DAP+Urea
PLT-0293,2024-07-06,A,Burera,barley,Improved,loamy,7.01,65.5,37.9,40.0,389.0,58.4,1.75,NPK+Manure
PLT-0294,2026-01-14,A,Musanze,irish_potatoes,Kinigi,loamy,5.14,38.9,30.0,37.1,559.8,62.4,2.71,None
PLT-0295,2024-11-08,A,Rwamagana,cotton,Improved,clayey,5.83,46.5,35.2,36.1,484.4,54.6,0.87,Manure
PLT-0296,2024-07-16,A,Nyagatare,sunflower,Local,sandy,6.85,32.9,34.2,35.8,425.1,52.9,0.92,Urea
PLT-0297,2025-05-10,A,Ngororero,corn,Hybrid WH,clayey,6.61,60.5,34.6,34.2,245.3,41.6,1.51,Manure
PLT-0298,2024-06-21,A,Musanze,pea,Local,loamy,6.56,32.5,25.2,27.9,481.5,35.5,0.93,Urea
PLT-0299,2026-03-13,C,Burera,pea,Local,loamy,6.02,33.3,24.9,31.1,382.2,53.2,0.82,Manure
PLT-0300,2025-06-18,B,Musanze,wheat,Local,sandy,5.38,81.6,48.2,47.4,281.6,38.4,1.54,NPK 17-17-17
PLT-0301,2025-05-20,C,Rwamagana,rice,Intsindagirabigega,clayey,7.17,36.6,17.7,12.1,260.4,46.5,1.01,None
PLT-0302,2025-06-02,B,Burera,barley,Improved,clayey,6.38,63.5,36.3,39.0,375.9,68.3,1.64,DAP+Urea
PLT-0303,2025-04-02,A,Kirehe,sunflower,Local,sandy,5.96,42.6,41.3,45.8,373.8,63.0,0.75,Urea
PLT-0304,2024-02-22,C,Gasabo,banana,Improved,alluvial,7.45,73.2,37.0,175.7,529.0,66.7,8.59,NPK 17-17-17
PLT-0305,2026-03-23,B,Bugesera,cotton,Improved,clayey,6.9,60.4,47.3,37.5,152.8,62.3,1.06,Manure
PLT-0306,2025-03-27,A,Ngororero,irish_potatoes,Kirundo,sandy,6.62,92.3,82.5,124.7,420.4,63.4,8.27,NPK+Manure
PLT-0307,2025-10-24,B,Nyagatare,cotton,Improved,loamy,5.5,45.6,37.1,37.2,492.6,56.4,0.58,Manure
PLT-0308,2025-05-03,C,Kamonyi,beans,Mutiki,loamy,6.15,26.1,29.7,34.3,481.9,42.3,0.63,Urea
PLT-0309,2026-12-14,B,Nyamasheke,cassava,Gahene,sandy,5.05,35.2,22.7,50.4,542.4,57.5,9.49,Manure
PLT-0310,2025-01-13,C,Nyamasheke,irish_potatoes,Kirundo,sandy,4.7,40.3,26.7,69.6,485.7,47.6,2.33,None
PLT-0311,2024-11-18,B,Gatsibo,sorghum,Local,clayey,6.45,50.8,42.9,43.0,429.6,68.6,1.12,NPK 17-17-17
PLT-0312,2025-10-09,A,Rwamagana,cassava,Gahene,clayey,5.28,37.8,27.8,57.1,136.3,63.3,9.67,Urea
PLT-0313,2026-06-28,B,Rulindo,wheat,Improved,loamy,5.76,58.7,45.2,25.8,109.5,67.1,1.15,Manure
PLT-0314,2025-05-02,A,Kirehe,sweet_potato,Local,loamy,5.47,18.3,20.5,38.6,115.6,37.2,3.48,None
PLT-0315,2026-04-20,A,Gakenke,irish_potatoes,Cruza,sandy,4.92,56.8,57.5,72.8,567.6,34.0,4.71,DAP+Urea
PLT-0316,2024-03-02,A,Nyarugenge,sweet_potato,Local,sandy,6.79,29.1,31.1,70.7,499.1,33.6,5.37,DAP+Urea
PLT-0317,2025-10-14,A,Kirehe,cotton,Improved,alluvial,8.0,81.8,57.8,56.3,417.8,69.2,0.91,NPK+Manure
PLT-0318,2024-06-18,B,Bugesera,cotton,Improved,loamy,7.9,63.8,33.4,41.4,441.6,67.4,0.87,DAP+Urea
PLT-0319,2026-11-10,B,Kayonza,cotton,Local,clayey,6.81,40.2,20.3,16.5,429.1,46.1,0.38,None
PLT-0320,2024-02-16,C,Gicumbi,irish_potatoes,Kirundo,sandy,5.51,95.5,82.7,127.4,464.2,61.5,10.17,NPK 17-17-17
PLT-0321,2024-12-10,B,Nyabihu,banana,Local,loamy,5.3,60.3,25.4,125.6,259.3,49.4,4.11,Urea
PLT-0322,2025-12-04,A,Kirehe,groundnut,Local,sandy,7.28,22.4,31.2,28.1,109.8,34.2,0.54,DAP+Urea
PLT-0323,2024-04-14,B,Rulindo,wheat,Local,loamy,6.93,57.6,45.1,24.5,353.9,52.2,1.3,Urea
PLT-0324,2024-08-25,B,Gisagara,sugarcane,Local,alluvial,7.35,57.1,41.5,63.2,163.5,57.4,28.54,Urea
PLT-0325,2026-10-12,A,Gicumbi,wheat,Improved,clayey,5.2,64.6,38.3,31.5,334.7,35.4,0.98,DAP+Urea
PLT-0326,2025-05-25,B,Nyarugenge,beans,Mutiki,clayey,7.02,36.9,37.3,25.4,299.2,44.3,0.35,Urea
PLT-0327,2025-12-14,A,Burera,corn,Hybrid WH,sandy,7.52,72.1,56.1,55.4,214.3,41.7,1.91,NPK+Manure
PLT-0328,2025-01-28,B,Rulindo,wheat,Improved,loamy,7.31,68.0,47.8,37.3,469.4,33.8,1.08,NPK+Manure
PLT-0329,2026-06-15,A,Rusizi,irish_potatoes,Kinigi,loamy,5.1,66.5,48.5,77.1,326.7,55.0,7.31,Manure
PLT-0330,2024-10-25,A,Kirehe,sweet_potato,Improved,loamy,6.13,41.7,43.1,72.2,191.6,68.5,7.13,NPK+Manure
PLT-0331,2024-05-08,C,Gatsibo,beans,Mutiki,sandy,5.89,33.9,27.7,33.9,346.9,40.7,0.44,DAP+Urea
PLT-0332,2024-06-17,A,Karongi,coffee,Local,loamy,6.59,55.2,35.3,55.6,294.3,53.6,0.41,DAP+Urea
PLT-0333,2024-04-06,B,Rulindo,pea,Improved,loamy,7.12,35.9,24.4,32.1,181.3,61.6,0.62,Manure
PLT-0334,2024-02-06,A,Rwamagana,cotton,Improved,clayey,6.19,55.3,35.5,34.3,145.3,41.0,1.12,Manure
PLT-0335,2026-09-08,B,Burera,barley,Local,clayey,6.34,26.0,17.4,16.4,386.0,42.8,0.52,None
PLT-0336,2024-01-08,A,Gatsibo,groundnut,Local,loamy,6.13,19.0,31.7,29.1,158.5,51.8,0.61,Manure
PLT-0337,2026-01-16,A,Kayonza,cotton,Improved,clayey,7.0,71.8,54.6,54.3,342.3,36.3,1.31,NPK+Manure
PLT-0338,2024-12-06,B,Gicumbi,barley,Local,sandy,7.44,67.2,40.0,39.2,260.4,69.6,1.43,DAP+Urea
PLT-0339,2024-07-18,B,Ngoma,rice,Kigori,clayey,5.34,101.7,41.1,41.4,354.4,55.5,3.21,DAP+Urea
PLT-0340,2024-11-19,A,Musanze,barley,Local,loamy,7.73,25.7,18.1,16.3,429.2,47.2,0.37,None
PLT-0341,2024-09-26,B,Rwamagana,sugarcane,Local,loamy,5.47,66.9,31.0,60.9,268.8,41.2,23.46,Urea
PLT-0342,2024-07-22,B,Rulindo,irish_potatoes,Cruza,loamy,6.78,102.5,78.4,130.5,283.0,37.3,6.9,NPK 17-17-17
PLT-0343,2024-11-24,A,Gicumbi,pea,Local,loamy,5.78,48.0,44.2,38.4,147.2,58.9,1.21,DAP+Urea
PLT-0344,2025-11-25,A,Burera,pea,Improved,loamy,5.71,37.4,45.1,39.0,208.4,35.0,1.08,NPK+Manure
PLT-0345,2024-07-05,A,Kayonza,sorghum,Local,clayey,6.46,37.8,31.9,29.3,273.7,37.8,1.08,Manure
PLT-0346,2024-03-20,C,Kicukiro,soybean,Improved,loamy,6.85,43.8,51.9,53.0,229.6,54.1,1.14,DAP+Urea
PLT-0347,2024-11-23,A,Ngororero,irish_potatoes,Kirundo,loamy,4.9,58.3,64.6,92.2,377.1,66.4,6.14,Urea
PLT-0348,2024-12-11,B,Gakenke,barley,Local,loamy,6.72,55.9,43.8,41.9,190.0,40.0,1.6,NPK+Manure
PLT-0349,2024-06-17,C,Gisagara,rice,Intsindagirabigega,clayey,5.87,104.2,46.7,36.3,177.4,65.0,3.19,DAP+Urea
PLT-0350,2026-12-08,B,Nyagatare,sunflower,Improved,loamy,7.32,45.3,42.1,36.0,474.7,67.3,1.22,Manure
PLT-0351,2025-07-15,A,Ngoma,cotton,Improved,alluvial,6.39,60.3,39.3,46.8,478.4,53.3,0.91,Manure
PLT-0352,2026-10-20,B,Rulindo,tea,Local,loamy,6.04,75.7,41.6,85.1,435.4,62.0,1.43,NPK 17-17-17
PLT-0353,2024-11-14,C,Kicukiro,beans,Climbing,clayey,7.14,34.5,31.1,33.6,486.1,40.2,0.48,DAP+Urea
PLT-0354,2024-08-05,B,Bugesera,cotton,Improved,clayey,7.84,54.3,41.4,39.2,416.9,60.4,0.69,Urea
PLT-0355,2025-01-07,B,Nyagatare,sorghum,Improved,clayey,7.89,40.6,31.5,34.2,527.5,53.6,0.85,DAP+Urea
PLT-0356,2024-10-20,A,Bugesera,sunflower,Improved,loamy,6.35,41.1,39.4,31.9,438.6,44.0,0.97,DAP+Urea
PLT-0357,2024-05-16,C,Burera,tomatoes,Local,loamy,6.33,59.4,55.8,55.8,504.9,43.9,8.7,Urea
PLT-0358,2024-07-26,B,Gakenke,tea,Local,clayey,4.98,60.6,34.5,49.0,520.4,36.9,1.19,Urea
PLT-0359,2024-10-21,B,Musanze,irish_potatoes,Cruza,clayey,4.91,85.2,51.0,88.1,482.6,56.9,5.08,Manure
PLT-0360,2026-03-22,B,Bugesera,soybean,Improved,loamy,7.2,38.6,54.5,48.4,572.6,62.5,0.93,DAP+Urea
PLT-0361,2025-12-07,C,Musanze,sweet_potato,Improved,sandy,6.7,46.5,45.1,76.7,408.7,53.2,5.94,DAP+Urea
PLT-0362,2024-06-21,C,Burera,sweet_potato,Local,sandy,7.0,40.2,41.9,88.2,464.0,59.9,5.14,NPK 17-17-17
PLT-0363,2024-09-24,A,Gatsibo,sorghum,Local,clayey,6.36,26.6,19.8,19.5,359.2,47.1,0.57,None
PLT-0364,2026-03-12,B,Gakenke,barley,Improved,loamy,6.94,43.9,28.6,27.2,188.5,47.2,1.1,Urea
PLT-0365,2024-11-05,A,Rulindo,tomatoes,Improved,sandy,6.05,52.9,41.2,48.6,166.8,45.3,9.07,Urea
PLT-0366,2026-03-06,A,Rutsiro,irish_potatoes,Cruza,clayey,6.88,63.6,52.1,89.6,289.2,60.3,4.21,Manure
PLT-0367,2025-04-19,A,Nyagatare,corn,Local,clayey,4.78,69.3,39.4,42.8,438.3,36.7,1.17,Manure
PLT-0368,2025-03-22,B,Gakenke,barley,Local,clayey,7.33,43.4,34.3,25.6,463.7,39.4,1.13,Urea
PLT-0369,2024-11-18,A,Gasabo,banana,Local,loamy,5.94,91.5,40.1,177.7,310.5,68.5,8.38,NPK 17-17-17
PLT-0370,2026-10-20,A,Rusizi,irish_potatoes,Kinigi,clayey,6.53,59.8,73.3,88.7,567.3,51.8,5.8,DAP+Urea
PLT-0371,2024-06-28,A,Kamonyi,sugarcane,Improved,loamy,6.88,74.2,37.6,61.1,165.6,66.3,32.57,DAP+Urea
PLT-0372,2024-04-22,B,Gicumbi,corn,Hybrid WH,clayey,7.48,53.7,36.6,34.8,596.7,37.6,1.25,DAP+Urea
PLT-0373,2024-03-10,A,Karongi,coffee,Improved,clayey,4.87,65.9,45.7,85.8,114.8,68.7,0.8,NPK+Manure
PLT-0374,2025-01-03,C,Ngoma,beans,Climbing,sandy,5.29,41.3,37.1,39.5,263.6,46.0,0.72,NPK+Manure
PLT-0375,2024-01-24,B,Nyagatare,sugarcane,Improved,alluvial,5.43,74.7,43.2,67.9,247.2,45.1,24.92,DAP+Urea
PLT-0376,2024-09-12,C,Karongi,tea,Improved,loamy,4.05,55.0,34.1,73.3,253.1,59.2,0.98,Manure
PLT-0377,2026-07-26,A,Rwamagana,cotton,Improved,alluvial,7.0,58.0,41.0,46.1,319.6,66.9,0.77,DAP+Urea
PLT-0378,2026-10-17,C,Rusizi,beans,Bush,clayey,6.75,46.1,45.0,37.3,134.8,63.8,0.68,NPK+Manure
PLT-0379,2026-09-24,A,Gicumbi,sweet_potato,Local,loamy,6.98,14.1,19.2,35.5,192.8,55.9,2.78,None
PLT-0380,2026-04-13,B,Nyagatare,sunflower,Local,loamy,7.13,44.1,41.7,30.2,260.3,38.5,1.04,Manure
PLT-0381,2025-04-28,A,Musanze,tea,Improved,loamy,4.4,32.4,19.3,28.5,314.4,44.9,0.69,None
PLT-0382,2024-03-02,A,Ngoma,sunflower,Improved,loamy,6.82,31.6,39.5,46.7,288.3,48.1,0.99,Manure
PLT-0383,2026-11-15,B,Bugesera,cotton,Improved,clayey,6.71,73.3,51.1,54.9,120.4,31.3,1.26,NPK 17-17-17
PLT-0384,2024-08-10,B,Bugesera,sunflower,Local,sandy,5.94,30.2,37.2,45.3,112.7,64.4,0.96,DAP+Urea
PLT-0385,2024-03-20,C,Gasabo,rice,Intsindagirabigega,loamy,7.28,91.8,44.7,42.8,279.1,37.2,2.75,NPK 17-17-17
PLT-0386,2024-10-09,B,Gicumbi,wheat,Local,clayey,7.46,52.3,45.1,27.7,106.2,57.9,0.86,Urea
PLT-0387,2026-10-09,C,Musanze,irish_potatoes,Kinigi,sandy,6.05,106.8,77.2,132.3,319.5,69.8,9.49,DAP+Urea
PLT-0388,2025-06-06,A,Rwamagana,groundnut,Improved,loamy,7.03,32.2,41.6,44.3,498.2,45.6,0.73,NPK+Manure
PLT-0389,2026-02-07,A,Rulindo,beans,Climbing,clayey,6.04,17.4,13.9,21.0,264.7,61.4,0.35,None
PLT-0390,2024-05-13,C,Huye,beans,Mutiki,clayey,5.04,38.2,43.5,43.1,111.1,46.5,0.64,NPK 17-17-17
PLT-0391,2026-12-22,A,Kayonza,sunflower,Improved,loamy,5.69,35.3,31.5,39.4,360.3,53.5,0.97,Urea
PLT-0392,2025-05-10,B,Rwamagana,sorghum,Improved,sandy,5.94,30.3,34.8,34.2,106.9,54.1,1.11,DAP+Urea
PLT-0393,2026-07-15,A,Kayonza,sunflower,Local,loamy,6.57,40.8,38.3,35.7,412.0,58.0,0.82,DAP+Urea
PLT-0394,2024-11-22,A,Rulindo,pea,Improved,loamy,6.54,45.5,36.9,44.1,186.4,31.3,1.37,NPK 17-17-17
PLT-0395,2025-01-09,C,Ngoma,sweet_potato,Local,sandy,6.82,39.4,41.3,76.0,581.7,33.5,4.86,NPK+Manure
PLT-0396,2024-11-14,B,Ngoma,sorghum,Local,clayey,5.42,41.3,27.4,34.8,450.1,31.5,0.64,Manure
PLT-0397,2026-09-27,B,Rubavu,beans,Climbing,clayey,7.04,35.7,30.6,31.6,328.2,39.8,0.44,DAP+Urea
PLT-0398,2025-12-18,A,Nyamasheke,coffee,Improved,clayey,6.48,36.3,25.8,52.2,128.4,65.8,0.69,DAP+Urea
PLT-0399,2024-02-22,A,Rwamagana,sweet_potato,Improved,sandy,5.64,41.1,39.9,83.5,425.0,53.1,5.93,NPK 17-17-17
PLT-0400,2024-11-14,A,Nyagatare,cotton,Local,loamy,6.83,77.4,48.5,49.5,594.4,57.4,1.53,NPK+Manure
PLT-0401,2024-08-11,C,Muhanga,rice,Kigori,alluvial,6.74,60.0,37.2,27.1,419.4,31.0,2.11,Manure
PLT-0402,2026-02-03,A,Nyamagabe,cassava,Gisari,clayey,6.46,54.4,36.0,82.5,213.6,58.8,17.08,NPK 17-17-17
PLT-0403,2024-11-10,B,Nyarugenge,banana,Local,clayey,5.56,95.6,36.5,159.7,383.7,39.0,9.78,NPK 17-17-17
